Start Date,9/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,10/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY US Equity,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,VIX Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,UX1 Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USGG10YR Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USOHHYTO Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime
Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
4/1/2021,400.61,400.67,398.18,398.4,99682876,,4/1/2021,17.33,18.64,17.29,18.6,#N/A N/A,,4/1/2021,20.0824,20.8,19.8,20.7,66847,,4/1/2021,1.6699,1.7511,1.6699,1.7369,0,,4/1/2021,336.08,338.858,335.634,338.229,#N/A N/A
4/2/2021,400.61,400.67,398.18,398.4,99682876,,4/2/2021,17.33,18.64,17.29,18.6,#N/A N/A,,4/2/2021,20.0824,20.8,19.8,20.7,66847,,4/2/2021,1.7216,1.727,1.6612,1.6843,0,,4/2/2021,336.08,338.858,335.634,338.229,#N/A N/A
4/5/2021,406.36,406.94,403.38,403.46,91684764,,4/5/2021,17.91,18.4,17.35,18.16,#N/A N/A,,4/5/2021,19.5423,19.9,19.3,19.9,50455,,4/5/2021,1.7003,1.743,1.6948,1.6983,0,,4/5/2021,327.795,329.568,326.889,329.371,#N/A N/A
4/6/2021,406.12,407.24,405.4,405.76,62020953,,4/6/2021,18.12,18.3,17.37,18.07,#N/A N/A,,4/6/2021,19.561,19.85,19.15,19.48,56468,,4/6/2021,1.656,1.7146,1.6507,1.6985,0,,4/6/2021,327.831,329.593,327.828,328.429,#N/A N/A
4/7/2021,406.59,406.96,405.45,405.94,55836280,,4/7/2021,17.16,18.17,16.87,17.99,#N/A N/A,,4/7/2021,18.986,19.7,18.85,19.65,53510,,4/7/2021,1.6739,1.6774,1.6261,1.6631,0,,4/7/2021,324.877,327.987,324.601,327.762,#N/A N/A
4/8/2021,408.52,408.58,406.93,407.93,57863114,,4/8/2021,16.95,17.36,16.55,16.92,#N/A N/A,,4/8/2021,18.4887,18.91,18.25,18.9,69781,,4/8/2021,1.6192,1.6703,1.6156,1.6668,0,,4/8/2021,325.585,326.891,324.837,325.887,#N/A N/A
4/9/2021,411.49,411.67,408.26,408.39,61104559,,4/9/2021,16.69,17.34,16.2,17.05,#N/A N/A,,4/9/2021,18.1505,18.83,18,18.4,48825,,4/9/2021,1.6585,1.6851,1.6192,1.6315,0,,4/9/2021,329.382,329.382,321.227,322.061,#N/A N/A
4/12/2021,411.64,411.93,410.2,410.85,56704899,,4/12/2021,16.91,17.91,16.81,17.43,#N/A N/A,,4/12/2021,18.0039,18.85,17.95,18.35,62689,,4/12/2021,1.6657,1.6835,1.6427,1.6709,0,,4/12/2021,331.035,331.035,328.156,328.769,#N/A N/A
4/13/2021,412.86,413.529,411.12,411.53,56550988,,4/13/2021,16.65,17.86,16.43,16.99,#N/A N/A,,4/13/2021,17.6781,18.48,17.55,18.05,68554,,4/13/2021,1.6145,1.7015,1.6145,1.6728,0,,4/13/2021,337.029,337.029,330.279,330.67,#N/A N/A
4/14/2021,411.45,413.96,410.87,412.83,61659907,,4/14/2021,16.99,17.69,15.38,16.71,#N/A N/A,,4/14/2021,18.0989,18.3,17.45,17.75,80259,,4/14/2021,1.6323,1.6483,1.6092,1.6145,0,,4/14/2021,335.304,335.645,333.593,335.616,#N/A N/A
4/15/2021,415.87,416.16,413.69,413.74,60229842,,4/15/2021,16.57,16.92,15.94,16.78,#N/A N/A,,4/15/2021,17.1523,18,17.07,17.95,51424,,4/15/2021,1.5759,1.6447,1.5268,1.6394,0,,4/15/2021,334.465,338.73,334.465,336.551,#N/A N/A
4/16/2021,417.26,417.91,415.73,417.25,82037278,,4/16/2021,16.25,16.88,16.05,16.65,#N/A N/A,,4/16/2021,17.0019,17.4,16.85,17.15,52450,,4/16/2021,1.5798,1.5975,1.5499,1.5654,0,,4/16/2021,332.849,334.194,331.78,334.061,#N/A N/A
4/19/2021,415.21,416.74,413.79,416.26,78498496,,4/19/2021,17.29,18.61,16.78,17.04,#N/A N/A,,4/19/2021,17.657,18.51,17.1,17.2,78820,,4/19/2021,1.6047,1.6153,1.55,1.5763,0,,4/19/2021,334.651,334.752,331.205,332.697,#N/A N/A
4/20/2021,412.17,415.0859,410.59,413.91,81851828,,4/20/2021,18.68,19.7,17.24,17.36,#N/A N/A,,4/20/2021,18.6526,19.3,17.41,17.7,72235,,4/20/2021,1.5589,1.6314,1.5554,1.5976,0,,4/20/2021,341.239,341.239,335.084,335.817,#N/A N/A
4/21/2021,416.07,416.29,411.36,411.51,66792983,,4/21/2021,17.5,19.29,16.91,18.48,#N/A N/A,,4/21/2021,19.28,19.2,18,18.9,1337,,4/21/2021,1.5555,1.582,1.552,1.5642,0,,4/21/2021,340.729,341.63,339.229,340.648,#N/A N/A
4/22/2021,412.27,416.78,411.13,415.89,97582788,,4/22/2021,18.71,19.9,16.99,17.28,#N/A N/A,,4/22/2021,21.1658,21.65,19.85,20.2,122083,,4/22/2021,1.538,1.5856,1.5292,1.5538,0,,4/22/2021,340.216,340.472,337.32,339.448,#N/A N/A
4/23/2021,416.74,418.25,412.79,412.87,73276195,,4/23/2021,17.33,18.78,16.8,18.56,#N/A N/A,,4/23/2021,20.4318,21.15,19.9,21.05,76643,,4/23/2021,1.5577,1.5807,1.5296,1.5468,0,,4/23/2021,335.738,339.675,335.738,339.172,#N/A N/A
4/26/2021,417.61,418.22,416.8111,417.44,52182392,,4/26/2021,17.64,18.17,16.87,17.94,#N/A N/A,,4/26/2021,20.2051,20.55,20.1,20.4,43368,,4/26/2021,1.5667,1.5967,1.5543,1.5613,0,,4/26/2021,334.056,334.547,332.893,333.281,#N/A N/A
4/27/2021,417.52,418.14,416.3,417.93,51303056,,4/27/2021,17.56,18.16,16.97,17.62,#N/A N/A,,4/27/2021,19.7093,20.45,19.65,20.25,60405,,4/27/2021,1.6216,1.627,1.5684,1.5702,0,,4/27/2021,330.4,333.256,330.213,333.159,#N/A N/A
4/28/2021,417.4,419.01,416.9,417.81,51238854,,4/28/2021,17.28,17.84,16.67,17.47,#N/A N/A,,4/28/2021,19.6632,20,19.5,19.83,51869,,4/28/2021,1.6094,1.6556,1.6058,1.6199,0,,4/28/2021,331.459,331.55,328.581,330.013,#N/A N/A
4/29/2021,420.06,420.72,416.44,420.32,78544329,,4/29/2021,17.61,18.87,16.77,16.88,#N/A N/A,,4/29/2021,19.5684,20.4,19.2,19.65,68946,,4/29/2021,1.6343,1.686,1.6272,1.6272,0,,4/29/2021,327.758,328.057,325.091,326.391,#N/A N/A
4/30/2021,417.3,418.54,416.34,417.63,85527030,,4/30/2021,18.61,19.25,17.64,17.67,#N/A N/A,,4/30/2021,20.438,20.7,19.65,19.65,79803,,4/30/2021,1.6259,1.6575,1.6188,1.6415,0,,4/30/2021,328.265,328.44,326.882,327.01,#N/A N/A
5/3/2021,418.2,419.84,417.665,419.43,68128289,,5/3/2021,18.31,19.12,17.8,18.65,#N/A N/A,,5/3/2021,19.7324,20.55,19.65,20.45,58640,,5/3/2021,1.5976,1.6527,1.5763,1.6438,0,,5/3/2021,328.499,330.077,326.117,326.605,#N/A N/A
5/4/2021,415.62,416.6,411.67,416.07,101591166,,5/4/2021,19.48,21.85,18.11,18.16,#N/A N/A,,5/4/2021,20.5493,22,19.6,19.75,119682,,5/4/2021,1.5924,1.6208,1.5552,1.6013,0,,5/4/2021,330.194,331.546,327.383,327.383,#N/A N/A
5/5/2021,415.75,417.63,414.94,417.38,60162209,,5/5/2021,19.15,19.58,17.89,18.84,#N/A N/A,,5/5/2021,19.9784,20.85,19.5,20.75,72908,,5/5/2021,1.566,1.6245,1.566,1.589,0,,5/5/2021,330.186,330.59,327.282,328.753,#N/A N/A
5/6/2021,419.07,419.21,413.675,415.83,74321368,,5/6/2021,18.39,20.6,18.21,18.41,#N/A N/A,,5/6/2021,19.6892,21.1,19.56,20.1,74915,,5/6/2021,1.5696,1.5891,1.5555,1.5766,0,,5/6/2021,329.385,330.664,329.193,329.298,#N/A N/A
5/7/2021,422.12,422.815,419.16,419.89,67733790,,5/7/2021,16.69,18.57,16.68,18.45,#N/A N/A,,5/7/2021,18.2917,19.95,18.2,19.8,69508,,5/7/2021,1.5771,1.5824,1.4643,1.5643,0,,5/7/2021,333.946,334.062,328.82,329.066,#N/A N/A
5/10/2021,417.94,422.74,417.81,422.5,81852446,,5/10/2021,19.66,19.75,17.07,17.34,#N/A N/A,,5/10/2021,19.4819,19.93,18,18.35,92910,,5/10/2021,1.602,1.6074,1.5577,1.5824,0,,5/10/2021,333.098,335.116,332.807,333.749,#N/A N/A
5/11/2021,414.21,415.27,410.06,413.1,116887975,,5/11/2021,21.84,23.73,20.71,21.17,#N/A N/A,,5/11/2021,21.2388,22.1,19.5,19.78,167233,,5/11/2021,1.6217,1.6289,1.5843,1.5985,0,,5/11/2021,337.087,337.5,334.135,334.137,#N/A N/A
5/12/2021,405.41,412.59,404,411.23,134811046,,5/12/2021,27.59,28.38,21.66,22.42,#N/A N/A,,5/12/2021,25.9725,27.15,21.2,21.7,176398,,5/12/2021,1.6916,1.6988,1.6076,1.6271,0,,5/12/2021,337.534,338.005,333.834,338.005,#N/A N/A
5/13/2021,410.28,412.35,407.02,407.07,106393963,,5/13/2021,23.13,28.93,22.23,26.03,#N/A N/A,,5/13/2021,22.6932,27.03,22.12,26.25,115389,,5/13/2021,1.6574,1.7035,1.6488,1.6984,0,,5/13/2021,342.112,342.61,339.234,339.234,#N/A N/A
5/14/2021,416.58,417.49,413.18,413.21,82201629,,5/14/2021,18.81,22.1,18.66,21.77,#N/A N/A,,5/14/2021,19.1312,22.9,18.89,22.75,88727,,5/14/2021,1.6284,1.6642,1.6233,1.6608,0,,5/14/2021,340.333,343.137,339.749,342.423,#N/A N/A
5/17/2021,415.52,416.39,413.36,415.39,65129221,,5/17/2021,19.72,21.58,19.67,19.89,#N/A N/A,,5/17/2021,19.9063,21.35,18.95,19.25,74616,,5/17/2021,1.6488,1.6505,1.6029,1.6335,0,,5/17/2021,340.203,341.344,339.713,340.384,#N/A N/A
5/18/2021,411.94,416.06,411.77,415.8,59810238,,5/18/2021,21.34,21.45,18.81,18.89,#N/A N/A,,5/18/2021,21.1438,21.9,18.79,19.7,61755,,5/18/2021,1.6369,1.6557,1.6267,1.6454,0,,5/18/2021,341.622,341.7,339.941,340.637,#N/A N/A
5/19/2021,410.86,411.05,405.33,406.92,106467052,,5/19/2021,22.18,25.96,21.88,22.46,#N/A N/A,,5/19/2021,25.21,25.35,21.6,21.6,2686,,5/19/2021,1.671,1.6899,1.6182,1.6386,0,,5/19/2021,344.09,346.456,341.816,342.113,#N/A N/A
5/20/2021,415.28,416.625,411.67,411.8,78022218,,5/20/2021,20.67,23.5,20.19,22.33,#N/A N/A,,5/20/2021,22.1031,24,21.85,23.65,83911,,5/20/2021,1.625,1.6779,1.6233,1.671,0,,5/20/2021,345.913,346.745,344.747,344.866,#N/A N/A
5/21/2021,414.94,418.2,414.45,416.87,76578662,,5/21/2021,20.15,20.89,19.53,20.42,#N/A N/A,,5/21/2021,21.8453,22.2,21.4,22.2,54665,,5/21/2021,1.6216,1.6386,1.6114,1.6335,0,,5/21/2021,344.518,345.91,343.552,345.635,#N/A N/A
5/24/2021,419.17,420.32,417.08,417.34,51376702,,5/24/2021,18.4,20.51,18.38,20.5,#N/A N/A,,5/24/2021,20.7569,22.25,20.5,22.05,50717,,5/24/2021,1.6012,1.625,1.5944,1.6182,0,,5/24/2021,344.205,345.035,344.09,344.777,#N/A N/A
5/25/2021,418.24,420.71,417.62,420.33,57451396,,5/25/2021,18.84,19.29,16.87,18.35,#N/A N/A,,5/25/2021,20.7012,21.15,20.5,20.85,51627,,5/25/2021,1.5588,1.608,1.552,1.6063,0,,5/25/2021,346.64,346.64,344.339,344.506,#N/A N/A
5/26/2021,419.07,419.61,417.76,418.87,43088618,,5/26/2021,17.36,18.92,17.35,18.37,#N/A N/A,,5/26/2021,19.6232,20.65,19.58,20.65,54556,,5/26/2021,1.5757,1.5808,1.5503,1.5604,0,,5/26/2021,343.967,346.173,343.967,346.038,#N/A N/A
5/27/2021,419.29,420.72,418.9851,420.17,56707677,,5/27/2021,16.74,18.17,16.52,18.03,#N/A N/A,,5/27/2021,18.5669,20.1,18.5,19.6,61748,,5/27/2021,1.6062,1.6233,1.5689,1.5791,0,,5/27/2021,341.2,342.031,340.951,342.014,#N/A N/A
5/28/2021,420.04,421.25,419.79,420.97,58520164,,5/28/2021,16.76,16.86,15.9,16.8,#N/A N/A,,5/28/2021,19.1343,19.2,18.45,18.6,59302,,5/28/2021,1.5943,1.6216,1.5756,1.6096,0,,5/28/2021,340.82,341.458,339.997,340.418,#N/A N/A
5/31/2021,420.04,421.25,419.79,420.97,58520164,,5/31/2021,16.76,16.86,15.9,16.8,#N/A N/A,,5/31/2021,19.1343,19.2,18.45,18.6,59302,,5/31/2021,1.5943,1.5943,1.5943,1.5943,0,,5/31/2021,340.82,341.458,339.997,340.418,#N/A N/A
6/1/2021,419.67,422.72,419.2,422.57,54216625,,6/1/2021,17.9,18.53,15.68,17.24,#N/A N/A,,6/1/2021,19.5551,19.65,18.45,18.95,64369,,6/1/2021,1.6062,1.6369,1.6028,1.6062,0,,6/1/2021,337.195,338.058,336.816,338.058,#N/A N/A
6/2/2021,420.33,421.23,419.29,420.37,49097061,,6/2/2021,17.48,18.31,16.74,17.86,#N/A N/A,,6/2/2021,18.9248,19.61,18.65,19.4,49061,,6/2/2021,1.5875,1.6198,1.5858,1.613,0,,6/2/2021,336.113,337.533,335.699,337.395,#N/A N/A
6/3/2021,418.77,419.99,416.28,417.85,58138763,,6/3/2021,18.04,19.27,17.45,17.73,#N/A N/A,,6/3/2021,19.2865,20,18.92,19,60776,,6/3/2021,1.625,1.6284,1.5841,1.5858,0,,6/3/2021,333.091,336.043,333.091,336.043,#N/A N/A
6/4/2021,422.6,422.92,418.8422,420.75,55938789,,6/4/2021,16.42,18.42,16.18,18.09,#N/A N/A,,6/4/2021,18.1246,19.71,17.95,19.35,65103,,6/4/2021,1.5534,1.6335,1.5517,1.6267,0,,6/4/2021,335.813,336.444,332.461,332.82,#N/A N/A
6/7/2021,422.19,422.78,421.19,422.59,51555032,,6/7/2021,16.42,17.35,15.78,17.34,#N/A N/A,,6/7/2021,17.6359,18.55,17.6,18.29,36026,,6/7/2021,1.5687,1.5806,1.5619,1.567,0,,6/7/2021,332.949,333.728,332.949,333.481,#N/A N/A
6/8/2021,422.28,423.21,420.32,423.11,47134279,,6/8/2021,17.07,17.75,15.15,16.58,#N/A N/A,,6/8/2021,17.9012,18.46,17.5,17.75,47971,,6/8/2021,1.5331,1.5721,1.5111,1.5687,0,,6/8/2021,332.61,335.228,332.61,334.599,#N/A N/A
6/9/2021,421.65,423.26,421.41,423.18,48436342,,6/9/2021,17.89,17.96,15.55,17.18,#N/A N/A,,6/9/2021,18.3797,18.5,17.62,18,49706,,6/9/2021,1.4908,1.5347,1.4705,1.5331,0,,6/9/2021,332.584,335.413,332.536,334.617,#N/A N/A
6/10/2021,423.61,424.63,421.55,422.96,51020147,,6/10/2021,16.1,18.29,16.01,18.18,#N/A N/A,,6/10/2021,16.9031,18.65,16.85,18.35,63753,,6/10/2021,1.4318,1.533,1.4318,1.4874,0,,6/10/2021,332.794,332.932,328.536,330.912,#N/A N/A
6/11/2021,424.31,424.43,422.82,424.2,45570828,,6/11/2021,15.65,16.2,15.15,16.18,#N/A N/A,,6/11/2021,16.5505,17.05,16.07,17.03,51231,,6/11/2021,1.4518,1.4704,1.4266,1.4385,0,,6/11/2021,328.591,331.703,328.274,331.703,#N/A N/A
6/14/2021,425.26,425.37,423.1,424.43,42358478,,6/14/2021,16.39,17.04,15.04,16.04,#N/A N/A,,6/14/2021,16.4514,17.08,16.05,16.65,48569,,6/14/2021,1.494,1.5024,1.4535,1.4586,0,,6/14/2021,325.45,327.751,324.801,327.751,#N/A N/A
6/15/2021,424.48,425.46,423.54,425.42,51508508,,6/15/2021,17.02,17.35,16.14,16.27,#N/A N/A,,6/15/2021,17.1014,17.43,16.2,16.65,53706,,6/15/2021,1.4922,1.5108,1.4787,1.4906,0,,6/15/2021,325.758,325.866,324.619,325.245,#N/A N/A
6/16/2021,422.11,424.87,419.92,424.63,80386082,,6/16/2021,18.15,19.11,16.42,16.99,#N/A N/A,,6/16/2021,16.38,17.44,16.9,17.3,1826,,6/16/2021,1.5754,1.589,1.4804,1.4939,0,,6/16/2021,318.895,326.447,318.895,325.997,#N/A N/A
6/17/2021,421.97,423.02,419.32,421.67,90949659,,6/17/2021,17.75,19.22,16.71,18.49,#N/A N/A,,6/17/2021,19.5146,20.55,18.84,19.8,76907,,6/17/2021,1.504,1.5907,1.4702,1.5839,0,,6/17/2021,323.316,324.783,319.385,319.385,#N/A N/A
6/18/2021,414.92,417.8281,414.7,417.09,118676302,,6/18/2021,20.7,21.04,16.92,16.96,#N/A N/A,,6/18/2021,21.339,21.65,19.25,19.5,138393,,6/18/2021,1.4381,1.5226,1.4364,1.5142,0,,6/18/2021,327.787,327.898,321.765,325.128,#N/A N/A
6/21/2021,420.86,421.06,415.93,416.8,72822028,,6/21/2021,17.89,21.82,17.81,21.74,#N/A N/A,,6/21/2021,19.9159,22.25,19.6,21.45,93036,,6/21/2021,1.4886,1.4954,1.3526,1.4381,0,,6/21/2021,323.524,326.002,322.877,325.903,#N/A N/A
6/22/2021,423.11,424,420.08,420.85,57700303,,6/22/2021,16.66,18.32,15.76,17.91,#N/A N/A,,6/22/2021,18.8265,20.35,18.7,20.1,79059,,6/22/2021,1.4632,1.5072,1.4599,1.492,0,,6/22/2021,324.89,324.913,323.633,324.337,#N/A N/A
6/23/2021,422.6,424.05,422.51,423.19,49445414,,6/23/2021,16.32,16.84,14.86,16.25,#N/A N/A,,6/23/2021,18.4413,18.95,18.25,18.8,51145,,6/23/2021,1.4852,1.497,1.4565,1.4649,0,,6/23/2021,320.217,324.466,319.922,324.466,#N/A N/A
6/24/2021,425.1,425.55,424.62,424.89,45110288,,6/24/2021,15.97,16.05,14.19,15.99,#N/A N/A,,6/24/2021,18.167,18.4,17.9,18.37,44075,,6/24/2021,1.4919,1.5038,1.475,1.4818,0,,6/24/2021,317.309,319.583,317.088,319.583,#N/A N/A
6/25/2021,426.61,427.0943,425.55,425.9,58129525,,6/25/2021,15.62,16.17,15.21,16.04,#N/A N/A,,6/25/2021,17.7017,18.3,17.65,18.15,39212,,6/25/2021,1.5241,1.5428,1.4749,1.4902,0,,6/25/2021,314.065,317.609,312.908,317.316,#N/A N/A
6/28/2021,427.47,427.65,425.89,427.17,53159581,,6/28/2021,15.76,16.46,15.39,16.07,#N/A N/A,,6/28/2021,17.7213,18.05,17.5,17.7,47228,,6/28/2021,1.4765,1.5309,1.4698,1.5241,0,,6/28/2021,314.544,315.411,313.971,314.274,#N/A N/A
6/29/2021,427.7,428.56,427.13,427.88,35970515,,6/29/2021,16.02,16.31,14.1,15.69,#N/A N/A,,6/29/2021,18.1278,18.2,17.55,17.75,43414,,6/29/2021,1.4697,1.5087,1.4697,1.4833,0,,6/29/2021,313.645,314.008,312.602,313.722,#N/A N/A
6/30/2021,428.06,428.78,427.18,427.21,64827858,,6/30/2021,15.83,17.31,15.58,16.18,#N/A N/A,,6/30/2021,17.9033,18.41,17.75,18.05,57481,,6/30/2021,1.468,1.4832,1.4359,1.4731,0,,6/30/2021,311.39,314.461,311.39,314.461,#N/A N/A
7/1/2021,430.43,430.6,428.8,428.87,53441027,,7/1/2021,15.48,16.01,15.31,15.62,#N/A N/A,,7/1/2021,17.4735,18,17.44,17.85,46292,,7/1/2021,1.4578,1.4832,1.4527,1.468,0,,7/1/2021,307.852,311.319,307.553,310.446,#N/A N/A
7/2/2021,433.72,434.1,430.5218,431.67,57697668,,7/2/2021,15.07,15.54,14.25,15.53,#N/A N/A,,7/2/2021,17.4706,17.66,16.85,17.55,69035,,7/2/2021,1.4238,1.4679,1.4221,1.4646,0,,7/2/2021,311.733,311.733,306.689,308.163,#N/A N/A
7/5/2021,433.72,434.1,430.5218,431.67,57697668,,7/5/2021,15.07,15.54,14.25,15.53,#N/A N/A,,7/5/2021,17.4706,17.66,16.85,17.55,69035,,7/5/2021,1.4238,1.4238,1.4238,1.4238,0,,7/5/2021,311.733,311.733,306.689,308.163,#N/A N/A
7/6/2021,432.93,434.01,430.01,433.78,68710419,,7/6/2021,16.44,17.94,15.73,15.77,#N/A N/A,,7/6/2021,17.9987,18.7,17.19,17.45,80503,,7/6/2021,1.3481,1.4457,1.3464,1.4356,0,,7/6/2021,317.611,318.68,314.218,314.218,#N/A N/A
7/7/2021,434.46,434.76,431.51,433.66,63549456,,7/7/2021,16.2,17.64,16.08,16.43,#N/A N/A,,7/7/2021,18.0485,18.8,17.7,18.16,60062,,7/7/2021,1.3163,1.3665,1.2946,1.3531,0,,7/7/2021,316.83,319.165,316.433,317.368,#N/A N/A
7/8/2021,430.92,431.73,427.52,428.78,97595232,,7/8/2021,19,21.29,17.74,17.74,#N/A N/A,,7/8/2021,19.545,20.5,17.9,17.95,137351,,7/8/2021,1.2928,1.3196,1.2479,1.3196,0,,7/8/2021,322.209,322.692,319.978,320.68,#N/A N/A
7/9/2021,435.52,435.84,430.714,432.53,76238584,,7/9/2021,16.18,18.13,16.08,17.88,#N/A N/A,,7/9/2021,17.7962,20.1,17.7,19.75,89044,,7/9/2021,1.3595,1.3595,1.3045,1.3062,0,,7/9/2021,316.044,319.07,316.044,318.908,#N/A N/A
7/12/2021,437.08,437.35,434.97,435.43,52889585,,7/12/2021,16.17,17.52,16.14,16.85,#N/A N/A,,7/12/2021,17.3713,18.4,17.25,17.85,50291,,7/12/2021,1.3645,1.3746,1.3242,1.3595,0,,7/12/2021,315.72,317.81,314.692,317.566,#N/A N/A
7/13/2021,435.59,437.84,435.31,436.24,52911312,,7/13/2021,17.12,17.23,15.94,16.39,#N/A N/A,,7/13/2021,17.7342,17.9,16.95,17.3,63284,,7/13/2021,1.4166,1.42,1.3409,1.3628,0,,7/13/2021,312.038,316.906,311.914,316.906,#N/A N/A
7/14/2021,436.24,437.92,434.91,437.4,64130352,,7/14/2021,16.33,17.51,15.95,17.34,#N/A N/A,,7/14/2021,17.047,18.05,16.91,17.75,67782,,7/14/2021,1.3459,1.4217,1.3459,1.4133,0,,7/14/2021,318.877,318.94,314.261,314.261,#N/A N/A
7/15/2021,434.75,435.53,432.72,434.81,55126358,,7/15/2021,17.01,18.09,16.56,16.7,#N/A N/A,,7/15/2021,17.51,18.25,17.15,17.16,78842,,7/15/2021,1.2989,1.3475,1.2906,1.3442,0,,7/15/2021,324.644,324.877,320.145,320.306,#N/A N/A
7/16/2021,431.34,436.06,430.92,436.01,75874662,,7/16/2021,18.45,18.7,16.03,16.8,#N/A N/A,,7/16/2021,18.6228,18.76,16.8,17.65,69103,,7/16/2021,1.2903,1.3338,1.2903,1.2989,0,,7/16/2021,326.607,326.607,321.933,322.78,#N/A N/A
7/19/2021,424.97,431.4089,421.97,426.19,147987000,,7/19/2021,22.5,25.09,19.27,19.61,#N/A N/A,,7/19/2021,22.738,24.76,18.35,18.55,127897,,7/19/2021,1.1888,1.2885,1.1723,1.2669,0,,7/19/2021,346.018,346.725,332.085,332.085,#N/A N/A
7/20/2021,431.06,432.42,424.83,425.68,99608174,,7/20/2021,19.73,22.97,19.37,20.89,#N/A N/A,,7/20/2021,19.9561,22.85,19.75,21.95,67141,,7/20/2021,1.2218,1.2235,1.126,1.1888,0,,7/20/2021,343.917,351.506,343.917,347.875,#N/A N/A
7/21/2021,434.55,434.7,431.0111,432.34,64724389,,7/21/2021,17.91,19.82,17.81,19.73,#N/A N/A,,7/21/2021,18.9,20,18.5,19.95,1480,,7/21/2021,1.2884,1.3001,1.1902,1.2235,0,,7/21/2021,333.029,342.844,333.029,342.844,#N/A N/A
7/22/2021,435.46,435.72,433.69,434.74,47878539,,7/22/2021,17.69,18.45,17.4,17.59,#N/A N/A,,7/22/2021,20.5665,20.85,19.9,20.1,71293,,7/22/2021,1.2783,1.3134,1.2316,1.2766,0,,7/22/2021,331.906,334.777,331.658,331.658,#N/A N/A
7/23/2021,439.94,440.3,436.79,437.52,63766637,,7/23/2021,17.2,17.48,16.33,16.98,#N/A N/A,,7/23/2021,20.3675,20.5,19.95,20.2,56391,,7/23/2021,1.2763,1.3098,1.263,1.263,0,,7/23/2021,330.504,331.905,330.011,330.625,#N/A N/A
7/26/2021,441.02,441.03,439.26,439.31,43719187,,7/26/2021,17.58,19.39,17.53,18.67,#N/A N/A,,7/26/2021,20.1497,21.45,20,20.4,53168,,7/26/2021,1.2896,1.2946,1.2196,1.2813,0,,7/26/2021,329.314,332.141,329.139,332.141,#N/A N/A
7/27/2021,439.01,439.94,435.99,439.91,67397137,,7/27/2021,19.36,20.44,18.25,18.62,#N/A N/A,,7/27/2021,20.7147,21.9,20.05,20.15,97232,,7/27/2021,1.2411,1.2896,1.2278,1.2896,0,,7/27/2021,334.467,335.098,331.431,331.431,#N/A N/A
7/28/2021,438.83,440.3,437.31,439.68,52472360,,7/28/2021,18.31,19.62,17.52,19.41,#N/A N/A,,7/28/2021,20.1089,21.25,19.78,21.08,72663,,7/28/2021,1.2327,1.2727,1.2243,1.2394,0,,7/28/2021,334.013,334.721,331.119,333.048,#N/A N/A
7/29/2021,440.65,441.8,439.81,439.815,47435342,,7/29/2021,17.7,18.01,17.19,17.91,#N/A N/A,,7/29/2021,19.7092,20.7,19.55,20.4,49699,,7/29/2021,1.2693,1.281,1.2293,1.2377,0,,7/29/2021,330.198,332.994,330.198,332.256,#N/A N/A
7/30/2021,438.51,440.06,437.77,437.91,68951202,,7/30/2021,18.24,19.72,17.53,19.69,#N/A N/A,,7/30/2021,20.274,21.12,19.78,20.1,66005,,7/30/2021,1.2223,1.2626,1.2206,1.2592,0,,7/30/2021,333.848,333.848,331.69,332.386,#N/A N/A
8/2/2021,437.59,440.93,437.21,440.34,58783297,,8/2/2021,19.46,19.87,17.99,18.16,#N/A N/A,,8/2/2021,21.1496,21.3,19.55,20.45,68487,,8/2/2021,1.1773,1.2438,1.1475,1.2339,0,,8/2/2021,338.032,338.274,333.726,334.306,#N/A N/A
8/3/2021,441.15,441.28,436.1,438.44,58053896,,8/3/2021,18.04,20.44,17.7,19.17,#N/A N/A,,8/3/2021,19.8525,21.45,19.8,21.1,75337,,8/3/2021,1.1722,1.1988,1.1523,1.1789,0,,8/3/2021,341.636,342.11,337.145,337.145,#N/A N/A
8/4/2021,438.98,441.1243,438.73,439.78,46732212,,8/4/2021,17.97,18.9,17.67,18.23,#N/A N/A,,8/4/2021,19.8494,20.46,19.6,20,44343,,8/4/2021,1.182,1.2136,1.1258,1.1722,0,,8/4/2021,342.783,345.706,339.641,342.522,#N/A N/A
