Start Date,9/30/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End Date,10/30/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPY US Equity,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,VIX Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,UX1 Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USGG10YR Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime,,USOHHYTO Index,Last Price,High Price,Low Price,Open Price - Realtime,Volume - Realtime
Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME,,Dates,PX_LAST,PX_HIGH,PX_LOW,OPEN,VOLUME
11/25/2020,362.66,363.16,361.48,363.13,45330890,,11/25/2020,21.25,22.5,21.13,21.65,#N/A N/A,,11/25/2020,22.625,23.95,22.6,23.6,39208,,11/25/2020,0.8816,0.898,0.8537,0.8832,0,,11/25/2020,432.871,435.065,432.465,433.659,#N/A N/A
11/26/2020,362.66,363.16,361.48,363.13,45330890,,11/26/2020,21.25,22.5,21.13,21.65,#N/A N/A,,11/26/2020,22.625,23.95,22.6,23.6,39208,,11/26/2020,0.8816,0.8816,0.8816,0.8816,0,,11/26/2020,432.871,435.065,432.465,433.659,#N/A N/A
11/27/2020,363.67,364.18,362.58,363.84,28514072,,11/27/2020,20.84,21.6,19.51,21.52,#N/A N/A,,11/27/2020,22.825,23.06,22.25,22.7,27593,,11/27/2020,0.8373,0.8668,0.8357,0.8537,0,,11/27/2020,432.987,433.114,431.99,432.804,#N/A N/A
11/30/2020,362.06,363.12,359.17,362.83,83872709,,11/30/2020,20.57,22.89,20.48,22.64,#N/A N/A,,11/30/2020,22.375,23.8,22.35,22.5,49143,,11/30/2020,0.8389,0.8586,0.8291,0.8422,0,,11/30/2020,433.915,434.793,431.908,432.603,#N/A N/A
12/1/2020,366.02,367.68,364.93,365.57,74504969,,12/1/2020,20.77,20.92,20,20.21,#N/A N/A,,12/1/2020,22.825,22.95,21.85,22.5,60240,,12/1/2020,0.926,0.936,0.8324,0.8438,0,,12/1/2020,425.567,432.849,425.567,432.849,#N/A N/A
12/2/2020,366.79,366.96,364.2,364.82,45927000,,12/2/2020,21.17,21.25,20.04,21,#N/A N/A,,12/2/2020,22.675,23.05,22.2,22.65,41082,,12/2/2020,0.936,0.9641,0.9095,0.9227,0,,12/2/2020,420.522,425.578,420.522,425.451,#N/A N/A
12/3/2020,366.69,368.19,365.5,366.68,62881998,,12/3/2020,21.28,21.88,20.72,21.24,#N/A N/A,,12/3/2020,22.975,23.31,22.3,22.8,37108,,12/3/2020,0.9063,0.9443,0.8997,0.9343,0,,12/3/2020,414.646,419.269,414.28,419.269,#N/A N/A
12/4/2020,369.85,369.85,367.22,367.32,50749859,,12/4/2020,20.79,21.15,19.97,21.05,#N/A N/A,,12/4/2020,22.475,23.01,22.15,23,40234,,12/4/2020,0.9659,0.9842,0.898,0.9063,0,,12/4/2020,401.409,412.412,401.409,412.412,#N/A N/A
12/7/2020,369.09,369.62,367.72,369.02,48944269,,12/7/2020,21.3,22.62,21.17,22.04,#N/A N/A,,12/7/2020,22.475,23.15,22.35,22.65,32220,,12/7/2020,0.9228,0.9742,0.9228,0.9742,0,,12/7/2020,401.072,402.737,400.727,401.717,#N/A N/A
12/8/2020,370.17,370.78,367.67,367.72,42458859,,12/8/2020,20.68,22.25,20.52,21.65,#N/A N/A,,12/8/2020,21.375,22.96,21.35,22.8,40700,,12/8/2020,0.9179,0.9394,0.8915,0.9261,0,,12/8/2020,399.924,402.327,399.924,400.336,#N/A N/A
12/9/2020,366.85,371.05,365.95,370.88,74098312,,12/9/2020,22.27,22.93,20.1,20.66,#N/A N/A,,12/9/2020,22.525,22.78,20.88,21.4,75873,,12/9/2020,0.9361,0.9576,0.9228,0.9278,0,,12/9/2020,401.117,401.117,397.927,398.688,#N/A N/A
12/10/2020,366.73,367.86,364.43,365.37,57735353,,12/10/2020,22.52,23.46,21.53,22.12,#N/A N/A,,12/10/2020,22.525,23.25,21.81,22.45,56152,,12/10/2020,0.9063,0.9394,0.903,0.9278,0,,12/10/2020,402.569,403.321,401.5,401.5,#N/A N/A
12/11/2020,366.3,366.7402,363.26,364.9,57698614,,12/11/2020,23.31,25.14,22.48,22.49,#N/A N/A,,12/11/2020,23.625,25,22.35,22.4,61403,,12/11/2020,0.8964,0.913,0.8717,0.9063,0,,12/11/2020,404.588,406.374,403.759,403.759,#N/A N/A
12/14/2020,364.66,369.8,364.47,368.64,69216174,,12/14/2020,24.72,24.82,21.95,22.67,#N/A N/A,,12/14/2020,24.275,24.4,22.3,23.15,49133,,12/14/2020,0.8931,0.9378,0.8865,0.9063,0,,12/14/2020,403.575,403.816,401.189,401.98,#N/A N/A
12/15/2020,369.59,369.59,365.92,367.4,64071099,,12/15/2020,22.89,24.07,22.73,24,#N/A N/A,,12/15/2020,22.875,24.6,22.82,24.25,45711,,12/15/2020,0.908,0.9229,0.8832,0.8948,0,,12/15/2020,401.009,402.152,400.557,402.152,#N/A N/A
12/16/2020,370.17,371.16,368.8676,369.82,58420517,,12/16/2020,22.5,23.67,22.29,22.51,#N/A N/A,,12/16/2020,23.35,23.1,22.15,23.05,1035,,12/16/2020,0.9163,0.9511,0.8997,0.9113,0,,12/16/2020,400.297,400.566,398.732,399.965,#N/A N/A
12/17/2020,372.24,372.46,371.05,371.94,64119472,,12/17/2020,21.93,22.27,21.52,21.98,#N/A N/A,,12/17/2020,23.825,24.3,23.55,24.25,39606,,12/17/2020,0.9329,0.9429,0.8898,0.9196,0,,12/17/2020,396.274,400.687,396.274,399.492,#N/A N/A
12/18/2020,369.18,371.15,367.02,370.97,136542328,,12/18/2020,21.57,23.77,21.57,22.15,#N/A N/A,,12/18/2020,24.175,25,23.8,23.86,55631,,12/18/2020,0.9462,0.9496,0.913,0.9296,0,,12/18/2020,394.834,396.686,394.544,396.299,#N/A N/A
12/21/2020,367.86,378.46,362.03,364.97,96386745,,12/21/2020,25.16,31.46,24.23,24.25,#N/A N/A,,12/21/2020,26.325,27.85,23.95,24.2,107672,,12/21/2020,0.9346,0.9479,0.8799,0.9363,0,,12/21/2020,400.893,401.684,399.045,399.249,#N/A N/A
12/22/2020,367.24,368.3317,366.03,368.21,48388462,,12/22/2020,24.23,25.56,23.53,25.24,#N/A N/A,,12/22/2020,25.775,27.1,25.6,26.25,50929,,12/22/2020,0.9164,0.938,0.913,0.933,0,,12/22/2020,400.614,401.92,400.313,401.523,#N/A N/A
12/23/2020,367.57,369.62,367.2172,368.28,46201402,,12/23/2020,23.31,23.68,22.13,23.49,#N/A N/A,,12/23/2020,24.625,26.5,24.1,25.8,48015,,12/23/2020,0.943,0.9713,0.9014,0.9164,0,,12/23/2020,396.495,400.046,395.805,399.943,#N/A N/A
12/24/2020,369,369.03,367.45,368.08,26457853,,12/24/2020,21.53,22.83,21.39,22.47,#N/A N/A,,12/24/2020,23.825,24.67,23.8,24.6,20746,,12/24/2020,0.9231,0.9529,0.9197,0.943,0,,12/24/2020,392.979,396.257,392.43,396.257,#N/A N/A
12/25/2020,369,369.03,367.45,368.08,26457853,,12/25/2020,21.53,22.83,21.39,22.47,#N/A N/A,,12/25/2020,23.825,24.67,23.8,24.6,20746,,12/25/2020,0.9231,0.9231,0.9231,0.9231,0,,12/25/2020,392.979,396.257,392.43,396.257,#N/A N/A
12/28/2020,372.17,372.59,371.07,371.74,39000402,,12/28/2020,21.7,22.12,21.15,22.11,#N/A N/A,,12/28/2020,23.675,24.25,23.28,23.9,31101,,12/28/2020,0.9231,0.9614,0.9214,0.9347,0,,12/28/2020,383.889,390.896,383.643,390.896,#N/A N/A
12/29/2020,371.46,374,370.83,373.81,53680451,,12/29/2020,23.08,23.72,20.99,21.61,#N/A N/A,,12/29/2020,24.625,25.2,23.3,23.65,46849,,12/29/2020,0.9364,0.9497,0.9264,0.9331,0,,12/29/2020,380.922,383.47,380.758,383.47,#N/A N/A
12/30/2020,371.99,373.1,371.57,372.34,49455259,,12/30/2020,22.77,23.15,22.41,22.58,#N/A N/A,,12/30/2020,23.675,24.9,23.55,24.9,38608,,12/30/2020,0.9231,0.9548,0.9214,0.9331,0,,12/30/2020,379.786,381.104,379.675,380.581,#N/A N/A
12/31/2020,373.88,374.66,371.232,371.78,78520702,,12/31/2020,22.75,23.25,21.24,22.99,#N/A N/A,,12/31/2020,23.675,24.13,23.18,23.8,33625,,12/31/2020,0.9132,0.9348,0.9082,0.9248,0,,12/31/2020,379.769,380.197,379.573,380.093,#N/A N/A
1/1/2021,373.88,374.66,371.232,371.78,78520702,,1/1/2021,22.75,23.25,21.24,22.99,#N/A N/A,,1/1/2021,23.675,24.13,23.18,23.8,33625,,1/1/2021,0.9132,0.9132,0.9132,0.9132,0,,1/1/2021,379.769,380.197,379.573,380.093,#N/A N/A
1/4/2021,368.79,375.45,364.82,375.31,110210810,,1/4/2021,26.97,29.19,22.56,23.04,#N/A N/A,,1/4/2021,26.275,27.35,23.15,23.4,114915,,1/4/2021,0.9132,0.9515,0.9049,0.9265,0,,1/4/2021,383.168,384.203,377.852,378.669,#N/A N/A
1/5/2021,371.33,372.5,368.05,368.1,66426229,,1/5/2021,25.34,28.6,24.8,26.94,#N/A N/A,,1/5/2021,25.325,27.45,24.95,26.5,70615,,1/5/2021,0.9549,0.9616,0.9148,0.9182,0,,1/5/2021,381.996,384.026,381.756,382.224,#N/A N/A
1/6/2021,373.55,376.98,369.12,369.71,107997675,,1/6/2021,25.07,26.77,22.14,25.48,#N/A N/A,,1/6/2021,25.125,26.45,23.2,25.5,125808,,1/6/2021,1.0355,1.0524,0.9432,0.9465,0,,1/6/2021,377.735,380.803,377.735,380.365,#N/A N/A
1/7/2021,379.1,379.9,375.91,376.1,68766812,,1/7/2021,22.37,23.91,22.25,23.67,#N/A N/A,,1/7/2021,23.225,24.63,22.95,24.6,66966,,1/7/2021,1.0795,1.0863,1.0271,1.0338,0,,1/7/2021,372.114,376.5,372.114,376.5,#N/A N/A
1/8/2021,381.26,381.49,377.1,380.59,71677208,,1/8/2021,21.56,23.34,21.42,22.43,#N/A N/A,,1/8/2021,22.775,23.77,22.55,23.2,72110,,1/8/2021,1.1153,1.1238,1.0729,1.0778,0,,1/8/2021,371.674,371.674,368.398,371.323,#N/A N/A
1/11/2021,378.69,380.58,377.7189,377.85,51176719,,1/11/2021,24.08,24.81,23.23,23.31,#N/A N/A,,1/11/2021,24.475,24.81,22.8,22.8,74000,,1/11/2021,1.146,1.146,1.0933,1.1103,0,,1/11/2021,374.327,375.259,372.629,372.747,#N/A N/A
1/12/2021,378.77,379.86,376.36,378.89,52547716,,1/12/2021,23.33,25.15,22.83,23.49,#N/A N/A,,1/12/2021,23.325,24.8,23.3,24.3,59030,,1/12/2021,1.1291,1.1855,1.1274,1.1443,0,,1/12/2021,377.811,377.958,373.206,373.206,#N/A N/A
1/13/2021,379.79,380.86,377.85,378.69,45303619,,1/13/2021,22.21,24.18,21.92,23.07,#N/A N/A,,1/13/2021,22.675,23.96,22.5,23.5,51571,,1/13/2021,1.0832,1.1325,1.0713,1.1137,0,,1/13/2021,377.603,379.015,377.258,378.193,#N/A N/A
1/14/2021,378.46,381.13,378.1,380.59,49989113,,1/14/2021,23.25,23.47,21.66,22.22,#N/A N/A,,1/14/2021,23.175,23.3,22.27,22.75,46149,,1/14/2021,1.1292,1.136,1.073,1.0832,0,,1/14/2021,371.537,375.855,371.527,375.301,#N/A N/A
1/15/2021,375.7,377.58,373.7,376.72,107159962,,1/15/2021,24.34,25.8,23.08,23.52,#N/A N/A,,1/15/2021,23.775,25.2,23,23.1,80156,,1/15/2021,1.0835,1.1258,1.0818,1.1241,0,,1/15/2021,373.452,373.452,371.534,372.467,#N/A N/A
1/18/2021,375.7,377.58,373.7,376.72,107159962,,1/18/2021,24.34,25.8,23.08,23.52,#N/A N/A,,1/18/2021,23.775,25.2,23,23.1,80156,,1/18/2021,1.0835,1.0835,1.0835,1.0835,0,,1/18/2021,373.452,373.452,371.534,372.467,#N/A N/A
1/19/2021,378.65,379.23,376.75,378.34,51233300,,1/19/2021,23.24,23.56,22.53,23.03,#N/A N/A,,1/19/2021,23.225,24.55,22.55,24.3,67417,,1/19/2021,1.0886,1.1193,1.0852,1.0988,0,,1/19/2021,370.663,371.859,369.855,370.434,#N/A N/A
1/20/2021,383.89,384.79,380.69,381.11,61836062,,1/20/2021,21.58,22.86,21.37,22.82,#N/A N/A,,1/20/2021,22.59,23,22.2,22.9,908,,1/20/2021,1.0802,1.104,1.0734,1.1005,0,,1/20/2021,365.982,369.123,365.969,369.123,#N/A N/A
1/21/2021,384.24,384.95,383.25,384.49,47955809,,1/21/2021,21.32,22.22,21.09,21.34,#N/A N/A,,1/21/2021,24.525,25.2,24.5,24.81,55382,,1/21/2021,1.1058,1.1211,1.0751,1.0836,0,,1/21/2021,365.18,365.665,363.99,364.772,#N/A N/A
1/22/2021,382.88,384.1256,381.835,382.25,52136931,,1/22/2021,21.91,23.73,21.27,22.24,#N/A N/A,,1/22/2021,24.875,25.88,24.6,24.6,49495,,1/22/2021,1.0855,1.116,1.0804,1.1109,0,,1/22/2021,369.871,370.137,367.834,367.834,#N/A N/A
1/25/2021,384.39,384.77,378.46,383.67,70401971,,1/25/2021,23.19,26.63,22.2,22.31,#N/A N/A,,1/25/2021,25.9535,27.1,24.35,25,106054,,1/25/2021,1.0295,1.1009,1.0278,1.094,0,,1/25/2021,373.243,373.587,370.834,371.695,#N/A N/A
1/26/2021,383.79,385.85,383.54,385.41,42665281,,1/26/2021,23.02,23.94,22.55,23.91,#N/A N/A,,1/26/2021,25.4095,26.47,24.95,25.9,77438,,1/26/2021,1.0347,1.0516,1.0262,1.0397,0,,1/26/2021,372.781,373.291,372.182,372.703,#N/A N/A
1/27/2021,374.41,380.32,372.01,380.22,123351078,,1/27/2021,37.21,37.21,23.71,23.82,#N/A N/A,,1/27/2021,31.5342,36.15,25.25,25.35,250836,,1/27/2021,1.0161,1.0483,0.9992,1.0381,0,,1/27/2021,379.209,379.562,375.096,375.25,#N/A N/A
1/28/2021,377.63,381.93,375.89,376.36,94198104,,1/28/2021,30.21,36.29,27.39,33.25,#N/A N/A,,1/28/2021,30.3946,34.35,28.85,32.7,176765,,1/28/2021,1.0449,1.0704,0.9941,1.0195,0,,1/28/2021,375.725,381.353,374.56,380.457,#N/A N/A
1/29/2021,370.07,376.67,368.27,375.63,126765121,,1/29/2021,33.09,37.51,29.24,35.16,#N/A N/A,,1/29/2021,32.3859,34.1,29.6,30.4,167924,,1/29/2021,1.0655,1.103,1.0398,1.0449,0,,1/29/2021,378.735,378.735,373.72,375.978,#N/A N/A
2/1/2021,376.23,377.34,370.376,373.72,75817597,,2/1/2021,30.24,33.96,29.03,31.45,#N/A N/A,,2/1/2021,30.3302,34.55,30.07,33.05,98522,,2/1/2021,1.0792,1.0877,1.0587,1.0672,0,,2/1/2021,376.332,377.682,376.269,377.12,#N/A N/A
2/2/2021,381.55,383.22,376.3181,379.65,64450662,,2/2/2021,25.56,28.08,25.31,28.01,#N/A N/A,,2/2/2021,27.5781,30.8,27.15,30.6,94849,,2/2/2021,1.0963,1.1168,1.0723,1.0826,0,,2/2/2021,368.751,372.873,368.751,372.873,#N/A N/A
2/3/2021,381.85,383.7,380.48,382.435,52427090,,2/3/2021,22.91,25.43,22.91,24.59,#N/A N/A,,2/3/2021,25.7794,27.54,25.25,27.45,71870,,2/3/2021,1.1374,1.1391,1.1031,1.1082,0,,2/3/2021,361.579,367.218,361.579,367.218,#N/A N/A
2/4/2021,386.19,386.24,381.9655,382.96,47142555,,2/4/2021,21.77,23.44,21.68,23.44,#N/A N/A,,2/4/2021,24.2274,26.4,24.1,25.53,70683,,2/4/2021,1.1392,1.1598,1.1289,1.1391,0,,2/4/2021,355.865,360.735,355.865,360.735,#N/A N/A
2/5/2021,387.71,388.47,386.1444,388.2,48669773,,2/5/2021,20.87,22.16,20.86,21.99,#N/A N/A,,2/5/2021,24.0993,24.9,24.05,24.35,54569,,2/5/2021,1.1635,1.1859,1.1274,1.1358,0,,2/5/2021,357.672,357.672,350.325,353.137,#N/A N/A
2/8/2021,390.51,390.56,388.35,389.27,38365185,,2/8/2021,21.24,22.07,21.23,21.89,#N/A N/A,,2/8/2021,23.8379,24.45,23.74,24.05,49833,,2/8/2021,1.1705,1.1981,1.1481,1.1721,0,,2/8/2021,352.575,355.961,352.506,355.961,#N/A N/A
2/9/2021,390.25,390.89,389.17,389.61,35551059,,2/9/2021,21.63,22.26,20.65,21.57,#N/A N/A,,2/9/2021,23.7021,24.5,23.45,23.85,49494,,2/9/2021,1.1568,1.1688,1.1379,1.1636,0,,2/9/2021,351.501,353.327,351.501,352.717,#N/A N/A
2/10/2021,390.08,392.28,387.5,392.12,59154370,,2/10/2021,21.99,23.85,19.69,21.64,#N/A N/A,,2/10/2021,23.7413,25.15,23.4,23.8,76042,,2/10/2021,1.1225,1.1741,1.1208,1.1637,0,,2/10/2021,353.129,353.208,350.395,350.435,#N/A N/A
2/11/2021,390.71,391.69,388.1,391.24,42913288,,2/11/2021,21.25,23.25,21.11,22.09,#N/A N/A,,2/11/2021,22.71,24.35,22.65,23.75,63193,,2/11/2021,1.1632,1.1648,1.1134,1.1466,0,,2/11/2021,350.425,352.333,350.258,352.333,#N/A N/A
2/12/2021,392.64,392.9,389.77,389.85,50593270,,2/12/2021,19.97,22.45,19.95,21.6,#N/A N/A,,2/12/2021,21.3594,23.75,21.3,23,58223,,2/12/2021,1.2082,1.2099,1.1482,1.1615,0,,2/12/2021,347.005,350.689,346.994,350.689,#N/A N/A
2/15/2021,392.64,392.9,389.77,389.85,50593270,,2/15/2021,19.97,22.45,19.95,21.6,#N/A N/A,,2/15/2021,21.3594,23.75,21.3,23,58223,,2/15/2021,1.2082,1.2082,1.2082,1.2082,0,,2/15/2021,347.005,350.689,346.994,350.689,#N/A N/A
2/16/2021,392.3,394.17,391.53,393.96,50972366,,2/16/2021,21.46,22.46,20.88,21.13,#N/A N/A,,2/16/2021,21.2418,22.5,21.13,21.4,79801,,2/16/2021,1.3141,1.3141,1.2216,1.2484,0,,2/16/2021,342.452,345.504,342.452,345.504,#N/A N/A
2/17/2021,392.39,392.66,389.33,390.42,52806681,,2/17/2021,21.5,23.44,21.09,22.02,#N/A N/A,,2/17/2021,22.81,22.1,20.8,21.5,2564,,2/17/2021,1.2703,1.331,1.2669,1.3259,0,,2/17/2021,346.491,346.645,341.553,343.445,#N/A N/A
2/18/2021,390.72,391.515,387.74,389.59,59712773,,2/18/2021,22.49,24.23,21.8,21.98,#N/A N/A,,2/18/2021,25.8017,26.75,25.5,25.75,78541,,2/18/2021,1.2956,1.3159,1.2552,1.2703,0,,2/18/2021,347.361,348.06,345.192,345.267,#N/A N/A
2/19/2021,390.03,392.38,389.55,392.07,83240971,,2/19/2021,22.05,23.19,20.84,23.1,#N/A N/A,,2/19/2021,24.7988,26.55,24.54,25.85,89167,,2/19/2021,1.3364,1.3601,1.2804,1.2905,0,,2/19/2021,345.409,345.95,344.081,345.95,#N/A N/A
2/22/2021,387.03,389.62,386.74,387.06,67414170,,2/22/2021,23.45,25.09,21.96,24.46,#N/A N/A,,2/22/2021,25.9031,26.33,24.6,24.8,83594,,2/22/2021,1.3653,1.3925,1.3245,1.3601,0,,2/22/2021,346.216,346.746,343.644,343.644,#N/A N/A
2/23/2021,387.5,388.945,380.2,384.66,107284127,,2/23/2021,23.11,27.01,22.5,22.82,#N/A N/A,,2/23/2021,24.748,27.55,24.7,25.55,118653,,2/23/2021,1.3416,1.3875,1.3399,1.3619,0,,2/23/2021,348.586,349.762,347.064,347.632,#N/A N/A
2/24/2021,391.77,392.23,385.27,386.33,72433946,,2/24/2021,21.34,25.04,21.31,23.76,#N/A N/A,,2/24/2021,23.7595,26,23.7,25,81355,,2/24/2021,1.3756,1.4337,1.328,1.3399,0,,2/24/2021,347.753,348.196,345.023,346.748,#N/A N/A
2/25/2021,382.33,391.88,380.7789,390.41,146670499,,2/25/2021,28.89,31.16,21.52,21.73,#N/A N/A,,2/25/2021,28.215,29,23.78,24,180915,,2/25/2021,1.5199,1.6085,1.3722,1.3773,0,,2/25/2021,344.439,346.072,341.221,342.706,#N/A N/A
2/26/2021,380.36,385.58,378.23,384.35,152701639,,2/26/2021,27.95,30.82,25.23,28.73,#N/A N/A,,2/26/2021,26.7444,29.35,26.13,28.3,154225,,2/26/2021,1.4049,1.5546,1.3776,1.5251,0,,2/26/2021,356.838,357.759,346.985,346.985,#N/A N/A
3/1/2021,389.58,390.92,380.572,385.59,105348798,,3/1/2021,23.35,25.39,23.17,25.2,#N/A N/A,,3/1/2021,24.6158,27,24.2,26.75,83543,,3/1/2021,1.417,1.4582,1.3776,1.3912,0,,3/1/2021,348.859,354.046,348.239,352.774,#N/A N/A
3/2/2021,386.54,390.07,386,389.82,79595332,,3/2/2021,24.1,24.6,22.8,23.58,#N/A N/A,,3/2/2021,24.765,25.15,24.11,24.5,73835,,3/2/2021,1.3914,1.4514,1.388,1.4204,0,,3/2/2021,349.635,349.635,346.796,346.796,#N/A N/A
3/3/2021,381.42,386.83,381.31,385.79,119940211,,3/3/2021,26.67,26.79,22.45,22.8,#N/A N/A,,3/3/2021,26.1275,26.4,23.65,24.75,107108,,3/3/2021,1.4808,1.4946,1.3965,1.3982,0,,3/3/2021,347.258,348.412,344.441,345.115,#N/A N/A
3/4/2021,376.7,384,371.88,381.22,183433020,,3/4/2021,28.57,31.9,24.93,26.52,#N/A N/A,,3/4/2021,27.521,29.25,25.19,26.2,139979,,3/4/2021,1.564,1.5675,1.4481,1.4825,0,,3/4/2021,347.025,348.954,344.705,348.298,#N/A N/A
3/5/2021,383.63,384.76,372.64,380.46,152039624,,3/5/2021,24.66,30.03,24.33,29.48,#N/A N/A,,3/5/2021,25.0507,28.55,24.9,27.3,114357,,3/5/2021,1.5661,1.6238,1.5331,1.564,0,,3/5/2021,352.996,352.996,344.791,346.761,#N/A N/A
3/8/2021,381.72,387.68,381.42,384.66,123149245,,3/8/2021,25.47,28.39,24.07,27.61,#N/A N/A,,3/8/2021,25.3667,26.65,24.35,24.9,90585,,3/8/2021,1.5907,1.6116,1.5731,1.594,0,,3/8/2021,357.688,357.688,352.6,352.6,#N/A N/A
3/9/2021,387.17,389.91,381.7299,385.85,113633556,,3/9/2021,24.03,25.25,22.9,25.11,#N/A N/A,,3/9/2021,23.9726,25.55,23.6,25.4,73758,,3/9/2021,1.5263,1.5924,1.5211,1.5889,0,,3/9/2021,364.296,364.296,359.729,361.593,#N/A N/A
3/10/2021,389.58,391.4,388.1702,389.69,109899410,,3/10/2021,22.56,23.87,22.38,23.76,#N/A N/A,,3/10/2021,23.5048,24.25,23.05,23.95,84327,,3/10/2021,1.5178,1.5647,1.5039,1.5229,0,,3/10/2021,364.431,364.997,362.174,362.174,#N/A N/A
3/11/2021,393.53,395.65,391.74,392.23,86245040,,3/11/2021,21.91,22.5,21.45,22.5,#N/A N/A,,3/11/2021,22.8882,23.65,22.65,23.42,57704,,3/11/2021,1.537,1.5457,1.4729,1.5212,0,,3/11/2021,355.421,366.117,355.421,366.117,#N/A N/A
3/12/2021,394.06,394.21,391.2,392.07,64653565,,3/12/2021,20.69,22.99,20.63,22.57,#N/A N/A,,3/12/2021,21.9778,23.81,21.93,23,68903,,3/12/2021,1.6247,1.6405,1.53,1.5387,0,,3/12/2021,354.107,354.716,351.926,352.413,#N/A N/A
3/15/2021,396.41,396.685,392.03,394.33,73592302,,3/15/2021,20.03,21.86,19.87,21.84,#N/A N/A,,3/15/2021,20.1006,22.24,20.05,22.05,62749,,3/15/2021,1.6055,1.6371,1.5933,1.6352,0,,3/15/2021,357.033,357.409,354.504,354.504,#N/A N/A
3/16/2021,395.91,397.83,395.08,397.07,73722506,,3/16/2021,19.79,20.31,19.33,20.14,#N/A N/A,,3/16/2021,19.9204,20.6,19.55,20.42,64296,,3/16/2021,1.6179,1.6267,1.5829,1.5985,0,,3/16/2021,357.919,358.833,357.623,358.151,#N/A N/A
3/17/2021,397.26,398.12,393.3,394.53,97959265,,3/17/2021,19.23,20.95,19.18,20.1,#N/A N/A,,3/17/2021,20.8,20.7,19.8,19.8,1841,,3/17/2021,1.6427,1.6868,1.6144,1.6197,0,,3/17/2021,360.542,362.075,356.246,356.246,#N/A N/A
3/18/2021,391.48,396.72,390.75,394.475,115349101,,3/18/2021,21.58,22.6,18.95,18.95,#N/A N/A,,3/18/2021,24.3001,24.55,22.75,23.15,101036,,3/18/2021,1.7082,1.7526,1.6268,1.6568,0,,3/18/2021,365.012,365.417,356.997,357.656,#N/A N/A
3/19/2021,389.48,391.569,387.15,389.88,113624490,,3/19/2021,20.95,23.17,19.9,21.43,#N/A N/A,,3/19/2021,23.315,24.81,23.2,24.15,78524,,3/19/2021,1.721,1.7477,1.6679,1.7082,0,,3/19/2021,362.769,366.808,362.373,366.808,#N/A N/A
3/22/2021,392.59,394.07,389.97,390.03,73778646,,3/22/2021,18.88,22.29,18.87,21.91,#N/A N/A,,3/22/2021,21.731,23.85,21.55,23.6,64863,,3/22/2021,1.6946,1.7051,1.661,1.7051,0,,3/22/2021,358.856,364.638,358.856,364.601,#N/A N/A
3/23/2021,389.5,393.46,388.66,391.91,90686552,,3/23/2021,20.3,21.58,18.8,19.46,#N/A N/A,,3/23/2021,22.833,23.3,21.75,21.8,82415,,3/23/2021,1.6206,1.6999,1.6136,1.6804,0,,3/23/2021,360.607,361.864,358.347,361.864,#N/A N/A
3/24/2021,387.52,392.75,387.47,391,97588644,,3/24/2021,21.2,21.49,19.3,20.64,#N/A N/A,,3/24/2021,22.9775,23.1,21.85,22.6,79259,,3/24/2021,1.6084,1.6489,1.5872,1.6118,0,,3/24/2021,356.357,360.451,355.518,360.451,#N/A N/A
3/25/2021,389.7,390.55,383.9,385.98,116128622,,3/25/2021,19.81,23.55,19.81,20.8,#N/A N/A,,3/25/2021,22.3056,24.5,22.15,22.9,118600,,3/25/2021,1.6332,1.6402,1.5875,1.6084,0,,3/25/2021,354.69,357.509,354.69,356.129,#N/A N/A
3/26/2021,395.98,396.41,390.29,390.93,114409114,,3/26/2021,18.86,21.49,18.68,19.32,#N/A N/A,,3/26/2021,21.3859,22.9,21.1,22.3,114320,,3/26/2021,1.676,1.6795,1.6173,1.6244,0,,3/26/2021,350.147,353.654,350.147,352.259,#N/A N/A
3/29/2021,395.78,396.75,392.81,394.4,108107626,,3/29/2021,20.74,21.6,19.42,20.4,#N/A N/A,,3/29/2021,22.0032,22.7,21.45,21.55,92895,,3/29/2021,1.7081,1.7259,1.6337,1.6707,0,,3/29/2021,346.719,351.441,346.585,351.377,#N/A N/A
3/30/2021,394.73,395.45,393.02,394.42,76262249,,3/30/2021,19.61,21.75,19.47,20.76,#N/A N/A,,3/30/2021,21.0321,22.35,20.97,21.9,59033,,3/30/2021,1.7029,1.7742,1.7029,1.7116,0,,3/30/2021,347.032,347.274,345.553,345.724,#N/A N/A
3/31/2021,396.33,398,395.31,395.34,112734214,,3/31/2021,19.4,20.11,18.85,19.8,#N/A N/A,,3/31/2021,20.734,21.35,20.37,21.1,73334,,3/31/2021,1.7404,1.7494,1.7066,1.7136,0,,3/31/2021,338.328,344.632,338.165,344.509,#N/A N/A
